Brand	Model	URL	Type	Nominal diameter [″]	Nominal diameter [mm]	SPL 1W [dB]	fs [Hz]	Qms	Qes	Qts	xmax [mm]	Power [W]	Pmax [W]	Z [Ω]	Re [Ω]	Le [mH]	Sd [cm²]	Mms [g]	Mmd [g]	Cms [µm/N]	Vas [L]	Rms [N·s/m]
SB Acoustics	SB12NRXF25-4	loudspeakerdatabase.com/SB/SB12NRXF25-4	Mid Bass	4	102	84.3	61.0	5.30	0.53	0.48	5.0	30	60	4	3.1	0.27	50.0	5.8	5.5	1170	4.1	0.42
SB Acoustics	SB12NRXF25-8	loudspeakerdatabase.com/SB/SB12NRXF25-8	Mid Bass	4	102	85.3	63.0	5.40	0.46	0.42	5.0	30	60	8	6.4	0.34	50.0	5.5	5.2	1180	4.2	0.4
SB Acoustics	SB12PAC25-4	loudspeakerdatabase.com/SB/SB12PAC25-4	Mid Bass	4	102	85.5	52.5	5.00	0.33	0.31	5.0	30	60	4	3.1	0.25	50.0	6.1	5.8	1500	5.3	0.4
SB Acoustics	SB12PFC25-4	loudspeakerdatabase.com/SB/SB12PFC25-4	Mid Bass	4	102	84.8	58.0	3.40	0.49	0.43	5.0	30	60	4	3.1	0.26	50.0	5.3	5	1420	5.2	0.6
SB Acoustics	SB12PFC25-4-COAX	loudspeakerdatabase.com/SB/SB12PFC25-4-COAX	Coaxial	4	102	85.9	58.0	4.07	0.36	0.33	5.0	30	60	4	3.1	0.26	45.0	4.5	4.3	1660	4.8	0.4
SB Acoustics	SB12PFC25-8	loudspeakerdatabase.com/SB/SB12PFC25-8	Mid Bass	4	102	84.2	64.0	4.10	0.65	0.56	5.0	30	60	8	6.4	0.36	50.0	5.1	4.8	1210	4.3	0.5
SB Acoustics	SB13PFC25-4	loudspeakerdatabase.com/SB/SB13PFC25-4	Mid Bass	5	127	86.9	44.0	2.60	0.33	0.29	4.5	40	80	4	3.2	0.56	87.0	10.5	9.9	1250	13.4	1.1
SB Acoustics	SB13PFC25-4-COAX	loudspeakerdatabase.com/SB/SB13PFC25-4-COAX	Coaxial	5	127	87.3	43.0	2.26	0.30	0.27	4.65	40	80	4	3.2	0.3	82.0	9.1	8.6	1510	14.4	1.1
SB Acoustics	SB13PFC25-8	loudspeakerdatabase.com/SB/SB13PFC25-8	Mid Bass	5	127	86.3	45.0	2.20	0.39	0.33	4.5	40	80	8	5.6	0.77	87.0	10	9.4	1250	13.4	1.4
SB Acoustics	SB15CAC30-4	loudspeakerdatabase.com/SB/SB15CAC30-4	Mid Bass	5	127	84.8	32.5	4.61	0.34	0.31	5.0	50	100	4	3.1	0.12	82.0	11.3	10.8	2120	20.2	0.5
SB Acoustics	SB15CAC30-8	loudspeakerdatabase.com/SB/SB15CAC30-8	Mid Bass	5	127	84.6	35.5	4.77	0.42	0.38	5.0	50	100	8	5.7	0.14	82.0	10.7	10.2	1880	17.9	0.5
SB Acoustics	SB15MFC30-4	loudspeakerdatabase.com/SB/SB15MFC30-4	Mid Bass	5	127	86.3	35.5	5.26	0.30	0.28	5.0	50	100	4	3.1	0.12	82.0	9.9	9.4	2030	19.4	0.42
SB Acoustics	SB15MFC30-8	loudspeakerdatabase.com/SB/SB15MFC30-8	Mid Bass	5	127	85.9	39.0	4.40	0.40	0.37	5.0	50	100	8	5.7	0.14	82.0	9	8.5	1850	17.7	0.5
SB Acoustics	SB15NAC30-4	loudspeakerdatabase.com/SB/SB15NAC30-4	Mid Bass	5	127	85.5	35.0	5.65	0.32	0.30	5.0	50	100	4	3.1	0.12	82.0	10.8	10.3	1910	18.3	0.42
SB Acoustics	SB15NAC30-8	loudspeakerdatabase.com/SB/SB15NAC30-8	Mid Bass	5	127	84.8	35.5	6.00	0.39	0.37	5.0	50	100	8	5.7	0.14	82.0	10.8	10.3	1860	17.7	0.4
SB Acoustics	SB15NBAC30-4	loudspeakerdatabase.com/SB/SB15NBAC30-4	Mid Bass	5	127	85.5	33.0	4.40	0.31	0.29	5.0	50	100	4	3.1	0.12	82.0	10.6	10.1	2200	21	0.5
SB Acoustics	SB15NBAC30-8	loudspeakerdatabase.com/SB/SB15NBAC30-8	Mid Bass	5	127	85.1	35.5	4.22	0.41	0.37	5.0	50	100	8	5.7	0.14	82.0	10	9.5	1810	17	0.6
SB Acoustics	SB15NRX2C30-4	loudspeakerdatabase.com/SB/SB15NRX2C30-4	Mid Bass	5	127	86.3	36.0	4.53	0.31	0.29	5.0	50	100	4	3.1	0.12	82.0	9.7	9.2	1990	18.6	0.5
SB Acoustics	SB15NRX2C30-8	loudspeakerdatabase.com/SB/SB15NRX2C30-8	Mid Bass	5	127	85.9	39.0	4.18	0.40	0.36	5.0	50	100	8	5.9	0.14	82.0	9.2	8.7	1800	16.9	0.5
SB Acoustics	SB15SFCR39-8	loudspeakerdatabase.com/SB/SB15SFCR39-8	Mid Bass	5	127	86.8	32.0	7.11	0.45	0.42	5.0	80	160	8	6.2	1.3	178.0	23	22.1	1080	48.3	0.65
SB Acoustics	SB16PFC25-4	loudspeakerdatabase.com/SB/SB16PFC25-4	Mid Bass	6	152	87.1	35.0	2.76	0.39	0.34	4.5	40	80	4	3.2	0.56	124.0	13.8	12.8	1500	32.7	1.1
SB Acoustics	SB16PFC25-4-COAX	loudspeakerdatabase.com/SB/SB16PFC25-4-COAX	Coaxial	6	152	87.7	36.0	2.60	0.35	0.31	4.65	40	80	4	3.2	0.31	119.0	12.5	11.6	1560	31.3	1.1
SB Acoustics	SB16PFC25-8	loudspeakerdatabase.com/SB/SB16PFC25-8	Mid Bass	6	152	86.5	38.0	2.50	0.48	0.40	4.5	40	80	8	5.6	0.77	124.0	13.8	12.8	1250	27	1.4
SB Acoustics	SB17CAC35-4	loudspeakerdatabase.com/SB/SB17CAC35-4	Mid Bass	6	152	86.6	29.5	4.70	0.31	0.29	5.5	60	120	4	3.1	0.13	118.0	15.2	14.3	1910	37.8	0.6
SB Acoustics	SB17CAC35-8	loudspeakerdatabase.com/SB/SB17CAC35-8	Mid Bass	6	152	85.4	28.0	4.46	0.40	0.36	5.5	60	120	8	5.7	0.15	118.0	15.4	14.5	2130	42	0.6
SB Acoustics	SB17CRC35-4	loudspeakerdatabase.com/SB/SB17CRC35-4	Mid Bass	6	152	86.7	31.5	4.32	0.35	0.32	5.5	60	120	4	3.1	0.13	118.0	14.2	13.3	1800	35.5	0.65
SB Acoustics	SB17CRC35-8	loudspeakerdatabase.com/SB/SB17CRC35-8	Mid Bass	6	152	86.4	28.0	3.90	0.37	0.34	5.5	60	120	8	5.7	0.15	118.0	13.3	12.4	2430	48	0.6
SB Acoustics	SB17MFC35-4	loudspeakerdatabase.com/SB/SB17MFC35-4	Mid Bass	6	152	87.7	30.0	5.20	0.30	0.28	5.5	60	120	4	3.1	0.13	118.0	12.3	11.4	2290	45	0.45
SB Acoustics	SB17MFC35-8	loudspeakerdatabase.com/SB/SB17MFC35-8	Mid Bass	6	152	87.3	33.0	4.90	0.40	0.37	5.5	60	120	8	5.7	0.15	118.0	11.8	10.9	1970	39	0.5
SB Acoustics	SB17NAC35-4	loudspeakerdatabase.com/SB/SB17NAC35-4	Mid Bass	6	152	86.7	32.0	5.95	0.34	0.32	5.5	60	120	4	3.1	0.13	118.0	14.8	13.9	1670	33	0.5
SB Acoustics	SB17NAC35-8	loudspeakerdatabase.com/SB/SB17NAC35-8	Mid Bass	6	152	85.5	31.5	6.00	0.45	0.42	5.5	60	120	8	5.7	0.15	118.0	15.2	14.3	1680	33	0.5
SB Acoustics	SB17NBAC35-4	loudspeakerdatabase.com/SB/SB17NBAC35-4	Mid Bass	6	152	87.6	30.0	4.30	0.31	0.29	5.5	60	120	4	3.1	0.13	118.0	12.4	11.5	2160	42.6	0.6
SB Acoustics	SB17NBAC35-8	loudspeakerdatabase.com/SB/SB17NBAC35-8	Mid Bass	6	152	86.8	31.5	4.10	0.38	0.35	5.5	60	120	8	5.7	0.15	118.0	12.5	11.6	2300	45	0.6
SB Acoustics	SB17NRX2C35-4	loudspeakerdatabase.com/SB/SB17NRX2C35-4	Mid Bass	6	152	86.7	36.0	4.49	0.41	0.37	5.5	60	120	4	3.1	0.13	118.0	13.9	13	1400	27.6	0.7
SB Acoustics	SB17NRX2C35-8	loudspeakerdatabase.com/SB/SB17NRX2C35-8	Mid Bass	6	152	86.4	36.5	4.55	0.47	0.42	5.5	50	100	8	5.7	0.15	118.0	13.9	13	1370	27	0.7
SB Acoustics	SB20PFC30-4	loudspeakerdatabase.com/SB/SB20PFC30-4	Woofer	8	203	89.7	33.7	2.78	0.37	0.33	5.75	50	100	4	3.4	0.71	216.0	22.4	20.1	1000	66.2	1.7
SB Acoustics	SB20PFC30-8	loudspeakerdatabase.com/SB/SB20PFC30-8	Woofer	8	203	89.3	34.0	2.66	0.43	0.37	5.65	50	100	8	5.6	0.84	216.0	21.2	18.9	1000	66.2	1.7
SB Acoustics	SB23CACS45-4	loudspeakerdatabase.com/SB/SB23CACS45-4	Woofer	8	203	86.8	23.0	6.00	0.35	0.33	6.5	60	120	4	3.3	0.27	216.0	33	30.7	1430	95	0.8
SB Acoustics	SB23CACS45-8	loudspeakerdatabase.com/SB/SB23CACS45-8	Woofer	8	203	86.5	25.0	5.41	0.44	0.40	6.5	50	100	8	5.6	0.6	216.0	31	28.7	1310	87	0.9
SB Acoustics	SB23MFCL45-4	loudspeakerdatabase.com/SB/SB23MFCL45-4	Subwoofer	8	203	84.8	27.0	7.70	0.36	0.34	12.0	150	300	4	3.3	0.73	210.0	59	56.8	590	37	1.3
SB Acoustics	SB23MFCL45-8	loudspeakerdatabase.com/SB/SB23MFCL45-8	Subwoofer	8	203	84.4	28.5	7.30	0.46	0.43	10.5	150	300	8	6.2	1.02	210.0	53	50.8	590	37	1.3
SB Acoustics	SB23NACS45-4	loudspeakerdatabase.com/SB/SB23NACS45-4	Woofer	8	203	87.1	23.0	5.40	0.35	0.33	6.5	60	120	4	3.3	0.27	216.0	32	29.7	1450	95	0.9
SB Acoustics	SB23NACS45-8	loudspeakerdatabase.com/SB/SB23NACS45-8	Woofer	8	203	87.2	25.0	5.60	0.40	0.37	6.5	60	120	8	5.6	0.6	216.0	28.5	26.2	1420	94	0.8
SB Acoustics	SB23NBACS45-4	loudspeakerdatabase.com/SB/SB23NBACS45-4	Woofer	8	203	87.1	23.0	5.40	0.35	0.33	6.5	60	120	4	3.3	0.27	216.0	32	29.7	1450	95	0.9
SB Acoustics	SB23NBACS45-8	loudspeakerdatabase.com/SB/SB23NBACS45-8	Woofer	8	203	86.4	25.0	5.54	0.43	0.40	6.5	60	120	8	5.7	0.37	216.0	31.2	28.9	1430	93.4	0.8
SB Acoustics	SB23NRXS45-4	loudspeakerdatabase.com/SB/SB23NRXS45-4	Woofer	8	203	88.7	27.0	5.55	0.32	0.30	6.5	60	120	4	3.3	0.29	216.0	27.2	24.9	1330	87.5	0.8
SB Acoustics	SB23NRXS45-8	loudspeakerdatabase.com/SB/SB23NRXS45-8	Woofer	8	203	88.0	27.0	5.40	0.41	0.38	6.5	60	120	8	5.6	0.6	216.0	24.5	22.2	1420	94	0.77
SB Acoustics	SB29NRX75-6	loudspeakerdatabase.com/SB/SB29NRX75-6	Woofer	10	254	85.7	21.0	5.70	0.38	0.35	11.0	200	400	6	4.2	1.8	312.0	78	73.9	740	102	1.8
SB Acoustics	SB29SWNRX-S75-6	loudspeakerdatabase.com/SB/SB29SWNRX-S75-6	Subwoofer	10	254	84.0	20.0	4.50	0.31	0.29	11.0	200	400	6	4.5	3.0	312.0	132	127.9	480	66	3.7
SB Acoustics	SB34NRX75-16	loudspeakerdatabase.com/SB/SB34NRX75-16	Woofer	12	305	87.8	24.5	6.52	0.74	0.66	11.0	100	200	16	14.0	3.2	508.0	72	63.9	590	216	1.7
SB Acoustics	SB34NRX75-6	loudspeakerdatabase.com/SB/SB34NRX75-6	Woofer	12	305	87.7	19.0	5.10	0.43	0.40	11.0	200	400	6	4.2	1.8	508.0	99	90.9	710	260	2.3
SB Acoustics	SB34NRXL75-8	loudspeakerdatabase.com/SB/SB34NRXL75-8	Woofer	12	305	90.2	22.0	5.50	0.29	0.28	10.0	200	400	8	6.2	1.2	508.0	93	84.9	560	205	2.35
SB Acoustics	SB34SWNRX-S75-6	loudspeakerdatabase.com/SB/SB34SWNRX-S75-6	Subwoofer	12	305	86.8	19.0	5.00	0.34	0.32	11.0	200	400	6	4.5	3.0	508.0	154	145.9	460	164	3.7
SB Acoustics	SB34SWPL76-3-DV	loudspeakerdatabase.com/SB/SB34SWPL76-3-DV	Subwoofer	12	305	84.6	27.5	5.62	0.52	0.48	15.0	300	600	4	5.0	5.6	458.0	231	223.7	140	43	7.1
SB Acoustics	SB34SWPL76-4	loudspeakerdatabase.com/SB/SB34SWPL76-4	Subwoofer	12	305	84.0	19.0	8.60	0.34	0.33	15.0	300	600	4	3.5	5.3	458.0	266	258.7	260	78.5	3.7
SB Acoustics	SB42FHCL75-6	loudspeakerdatabase.com/SB/SB42FHCL75-6	Subwoofer	15	381	90.9	18.4	7.40	0.32	0.31	11.5	300	600	6	4.6	2.1	850.0	166	149	450	462	2.6
SB Acoustics	SB65WBAC25-4	loudspeakerdatabase.com/SB/SB65WBAC25-4	Full-range	2.5	64	81.4	115	6.00	0.77	0.68	2.65	20	40	4	3.6	0.15	20.0	2.5	2.4	770	0.43	0.3
SB Acoustics	SW26DAC76-3-DV	loudspeakerdatabase.com/SB/SW26DAC76-3-DV	Shallow Subwoofer	10	254	82.9	19.5	5.96	0.29	0.28	12.0	300	600	4	1.2		312.0	185	180.9	360	49.7	3.8
SB Acoustics	SW26DAC76-4	loudspeakerdatabase.com/SB/SW26DAC76-4	Shallow Subwoofer	10	254	82.4	22.0	4.50	0.51	0.46	12.0	200	400	4	3.2		312.0	134	129.9	390	54	4.1
SB Acoustics	SW26DAC76-8	loudspeakerdatabase.com/SB/SW26DAC76-8	Shallow Subwoofer	10	254	83.1	19.5	4.40	0.29	0.28	12.0	250	500	8	6.4		312.0	172	167.9	390	54	4.8
SB Acoustics	SW26DBAC76-3-DV	loudspeakerdatabase.com/SB/SW26DBAC76-3-DV	Shallow Subwoofer	10	254	82.9	19.5	5.96	0.29	0.28	12.0	300	600	4	1.2		312.0	185	180.9	360	49.7	3.8
SB Acoustics	SW26DBAC76-4	loudspeakerdatabase.com/SB/SW26DBAC76-4	Subwoofer	10	254	82.4	22.0	4.50	0.51	0.46	12.0	200	400	4	3.2		312.0	134	129.9	390	54	4.1
SB Acoustics	SW26DBAC76-8	loudspeakerdatabase.com/SB/SW26DBAC76-8	Subwoofer	10	254	83.1	19.5	4.40	0.29	0.28	12.0	250	500	8	6.4		312.0	172	167.9	390	54	4.8
SB Acoustics	WO24P-4	loudspeakerdatabase.com/SB/WO24P-4	Woofer	9.5	241	87.3	28.0	6.70	0.42	0.40	8.5	90	180	4	3.3	0.29	255.0	42	38.9	770	71	1.1
SB Acoustics	WO24P-8	loudspeakerdatabase.com/SB/WO24P-8	Woofer	9.5	241	86.6	24.5	5.70	0.41	0.38	8.5	90	180	8	5.8	0.56	255.0	44.5	41.4	950	87.5	1.2
SEAS	D1001-04 L26ROY	loudspeakerdatabase.com/SEAS/D1001-04_L26ROY	Subwoofer	10	260	86.5	22.0	4.14	0.33	0.31	14.0	250	500	4	3.1	0.53	363.0	107	102.1	500	87	3.7
SEAS	D1004-04 L26RO4Y	loudspeakerdatabase.com/SEAS/D1004-04_L26RO4Y	Subwoofer	10	260	85.7	24.0	4.90	0.28	0.27	14.0	250	500	4	3.3	3.85	363.0	173	168.1	260	46	5.4
SEAS	E0015-08S W15CY001	loudspeakerdatabase.com/SEAS/E0015-08S_W15CY001	Woofer	6	150	84.6	38.0	2.22	0.43	0.36	4.0	70	200	8	5.5	0.49	75.0	9.5	9	1800	14	1.06
SEAS	E0017-08S W18EX001	loudspeakerdatabase.com/SEAS/E0017-08S_W18EX001	Woofer	8	180	87.9	34.0	1.80	0.30	0.26	5.0	100	250	8	6.1	0.65	126.0	15.5	14.4	1400	30	1.94
SEAS	E0018-08S W18E001	loudspeakerdatabase.com/SEAS/E0018-08S_W18E001	Woofer	8	180	85.9	34.0	2.91	0.49	0.42	5.0	100	250	8	6.1	0.65	126.0	15.5	14.4	1400	30	1.2
SEAS	E0021-08S W12CY001	loudspeakerdatabase.com/SEAS/E0021-08S_W12CY001	Woofer	4.5	120	83.0	45.0	2.50	0.42	0.36	3.0	70	200	8	5.6	0.43	50.0	7.5	7.2	1700	6	0.87
SEAS	E0022-08S W22EX001	loudspeakerdatabase.com/SEAS/E0022-08S_W22EX001	Subwoofer	8	220	87.8	25.0	2.14	0.41	0.34	5.0	120	300	8	6.1	0.61	220.0	26.2	23.7	1500	98	2.06
SEAS	E0026-08S W26FX001	loudspeakerdatabase.com/SEAS/E0026-08S_W26FX001	Subwoofer	10	260	87.0	20.0	2.34	0.41	0.35	7.0	150	400	8	6.3	1.43	330.0	56.3	51.9	1100	162	3.21
SEAS	E0037-08S W15CH001	loudspeakerdatabase.com/SEAS/E0037-08S_W15CH001	Woofer	6	150	83.9	38.0	2.58	0.50	0.42	4.0	70	200	8	5.5	0.49	75.0	9.5	9	1800	14	0.91
SEAS	E0041-08S W15LY001	loudspeakerdatabase.com/SEAS/E0041-08S_W15LY001	Woofer	6	150	86.5	49.0	2.21	0.56	0.45	5.0	60	250	8	5.7	0.3	75.0	6.3	5.7	1700	12	0.93
SEAS	E0042-08S W18NX001	loudspeakerdatabase.com/SEAS/E0042-08S_W18NX001	Woofer	8	180	87.3	40.0	2.08	0.41	0.34	7.0	80	250	8	6.3	0.43	126.0	13.7	12.6	1200	24	1.77
SEAS	E0043-06S M15CH002	loudspeakerdatabase.com/SEAS/E0043-06S_M15CH002	Woofer	6	150	87.6	67.0	1.70	0.52	0.40	3.0	70	200	6	4.9	0.43	75.0	6.8	6.2	800	6	1.77
SEAS	E0044-08S W12CY003	loudspeakerdatabase.com/SEAS/E0044-08S_W12CY003	Woofer	4.5	120	85.0	60.0	2.30	0.44	0.36	3.0	70	200	8	5.5	0.41	50.0	6.1	5.8	1200	4	1.03
SEAS	E0045-08S W22NY001	loudspeakerdatabase.com/SEAS/E0045-08S_W22NY001	Subwoofer	8	220	90.8	33.0	1.73	0.36	0.30	7.0	90	250	8	6.1	0.61	220.0	20	17.5	1200	72	2.6
SEAS	E0046-08S W26FX002	loudspeakerdatabase.com/SEAS/E0046-08S_W26FX002	Subwoofer	10	260	89.6	31.0	2.55	0.47	0.39	7.0	100	300	8	6.2	0.81	330.0	42.4	38	600	87	3.52
SEAS	E0049-04S W16NX001	loudspeakerdatabase.com/SEAS/E0049-04S_W16NX001	Woofer	6.5	160	85.0	37.0	2.66	0.38	0.33	7.0	80	250	4	3.0	0.25	94.0	14.8	14.1	1300	15	1.34
SEAS	E0049-08S W16NX001	loudspeakerdatabase.com/SEAS/E0049-08S_W16NX001	Woofer	6.5	160	85.2	39.0	2.16	0.41	0.35	7.0	80	250	8	6.2	0.41	94.0	13.9	13.2	1200	14	1.64
SEAS	E0051-04/06 C16N001/F	loudspeakerdatabase.com/SEAS/E0051-04-06_C16N001-F	Coaxial	6.5	160	83.3	37.0	3.24	0.58	0.49	7.0	80	250	4	3.2	0.27	94.0	14.6	13.9	1300	15	1.09
SEAS	E0060-08/06 C18EN002/A	loudspeakerdatabase.com/SEAS/E0060-08-06_C18EN002-A	Coaxial	8	180	88.6	98.0	2.16	0.86	0.62	3.0	100	250	8	6.2	0.62	131.0	15.7	14.5	170	3.7	4.95
SEAS	E0070-08 W12CY004	loudspeakerdatabase.com/SEAS/E0070-08_W12CY004	Woofer	4.5	120	82.9	48.0	6.11	0.41	0.38	3.0	150	300	8	5.5	0.32	50.0	8.4	8.1	1310	4.6	0.42
SEAS	E0073-08 W16NX003	loudspeakerdatabase.com/SEAS/E0073-08_W16NX003	Woofer	6.5	160	85.5	36.0	4.73	0.36	0.34	7.0	180	300	8	6.4	0.12	94.0	14.2	13.5	1350	17	0.69
SEAS	E0074-08 W18EX003	loudspeakerdatabase.com/SEAS/E0074-08_W18EX003	Woofer	8	180	86.5	32.0	4.85	0.32	0.30	5.0	160	280	8	6.1	0.2	126.0	19	17.9	1300	29	0.79
SEAS	E0076-08 W19NX001	loudspeakerdatabase.com/SEAS/E0076-08_W19NX001	Woofer	8	190	85.2	34.0	5.30	0.45	0.41	7.0	200	360	8	6.2	0.23	136.0	23.1	21.8	950	24	0.93
SEAS	E0077-08 W22NX001	loudspeakerdatabase.com/SEAS/E0077-08_W22NX001	Subwoofer	8	220	86.8	25.0	4.18	0.44	0.39	7.0	200	500	8	6.3	0.26	220.0	31.1	28.6	1350	93	1.15
SEAS	E0080-04/06 C16NX001/F	loudspeakerdatabase.com/SEAS/E0080-04-06_C16NX001-F	Coaxial	6.5	160	84.9	35.0	4.85	0.33	0.31	7.0	150	250	4	3.0	0.23	94.0	16.2	15.5	1260	16	0.74
SEAS	E0091-08 W12CY006	loudspeakerdatabase.com/SEAS/E0091-08_W12CY006	Woofer	4.5	120	84.5	72.0	2.20	0.49	0.40	3.0	90	180	8	5.6	0.27	50.0	6.9	6.6	710	3	1.42
SEAS	E0096-08 W18NX003	loudspeakerdatabase.com/SEAS/E0096-08_W18NX003	Woofer	8	180	87.6	35.0	3.11	0.38	0.34	7.0	200	280	8	6.3	0.12	126.0	15	13.9	1360	31	1.07
SEAS	E0097-08 W22NY003	loudspeakerdatabase.com/SEAS/E0097-08_W22NY003	Woofer	8	220	89.5	21.0	3.66	0.31	0.29	7.0	200	300	8	6.4	0.13	220.0	23.5	21	2390	164	0.86
SEAS	E0115-08 W16NX005	loudspeakerdatabase.com/SEAS/E0115-08_W16NX005	Woofer	6.5	160	86.9	40.0	4.37	0.34	0.32	7.0	180	300	8	6.4	0.45	104.0	13.4	12.6	1190	18	0.77
SEAS	H1085-08 L18RCY/P	loudspeakerdatabase.com/SEAS/H1085-08_L18RCY-P	Woofer	8	180	87.7	33.0	2.01	0.37	0.31	4.0	80	250	8	5.6	0.92	125.0	12.7	11.6	1800	38	1.39
SEAS	H1141-08 L15RLY/P	loudspeakerdatabase.com/SEAS/H1141-08_L15RLY-P	Woofer	6	150	86.2	44.0	2.10	0.43	0.35	5.0	80	200	8	5.5	0.84	75.0	8.1	7.6	1600	12	1.12
SEAS	H1152-08 CA12RCY	loudspeakerdatabase.com/SEAS/H1152-08_CA12RCY	Woofer	4.5	120	86.2	57.0	2.17	0.36	0.31	3.0	60	200	8	6.4	1.05	55.0	6.1	5.8	1300	5	1.04
SEAS	H1192-08 CD22RN4X	loudspeakerdatabase.com/SEAS/H1192-08_CD22RN4X	Subwoofer	8	220	87.2	20.0	3.28	0.26	0.24	7.0	100	250	8	6.1	3.47	230.0	41.6	39	1500	108	1.67
SEAS	H1207-08 L12RCY/P	loudspeakerdatabase.com/SEAS/H1207-08_L12RCY-P	Woofer	4.5	120	84.9	50.0	2.34	0.33	0.29	3.0	70	200	8	5.5	0.76	50.0	6.8	6.5	1500	5	0.94
SEAS	H1208-08 L22RN4X/P	loudspeakerdatabase.com/SEAS/H1208-08_L22RN4X-P	Subwoofer	8	220	86.6	21.0	3.13	0.29	0.27	7.0	125	300	8	6.1	3.76	220.0	40	37.5	1400	93	1.76
SEAS	H1209-08 L26RFX/P	loudspeakerdatabase.com/SEAS/H1209-08_L26RFX-P	Subwoofer	10	260	87.5	20.0	2.15	0.39	0.33	7.0	125	300	8	6.3	1.83	330.0	53	48.6	1200	171	3.3
SEAS	H1215-08 CA18RNX	loudspeakerdatabase.com/SEAS/H1215-08_CA18RNX	Woofer	8	180	88.2	35.0	1.90	0.37	0.31	6.0	80	250	8	5.8	1.2	136.0	14	12.8	1400	33	1.72
SEAS	H1216-08 CA15RLY	loudspeakerdatabase.com/SEAS/H1216-08_CA15RLY	Woofer	6	150	86.8	44.0	1.88	0.42	0.34	5.0	60	250	8	5.6	0.82	80.0	7.7	7.1	1700	14	1.19
SEAS	H1217-08 CA18RLY	loudspeakerdatabase.com/SEAS/H1217-08_CA18RLY	Woofer	8	180	88.5	42.0	2.92	0.56	0.47	5.0	80	250	8	5.8	1.05	136.0	10.6	9.4	1400	32	1.04
SEAS	H1224-08 L18RNX/P	loudspeakerdatabase.com/SEAS/H1224-08_L18RNX-P	Woofer	8	180	87.9	36.0	2.09	0.36	0.31	6.0	100	250	8	5.8	1.06	126.0	13.6	12.5	1400	30	1.56
SEAS	H1252-08 L22RNX/P	loudspeakerdatabase.com/SEAS/H1252-08_L22RNX-P	Subwoofer	8	220	87.6	23.0	2.07	0.38	0.32	6.0	110	300	8	6.0	1.43	220.0	27	24.5	1800	112	2.01
SEAS	H1262-08 MCA15RCY	loudspeakerdatabase.com/SEAS/H1262-08_MCA15RCY	Mid-range	6	150	89.1	51.0	1.57	0.30	0.25	1.7	100	300	8	5.8	0.73	80.0	7.1	6.5	1400	12	1.53
SEAS	H1288-08 CA22RNX	loudspeakerdatabase.com/SEAS/H1288-08_CA22RNX	Subwoofer	8	220	88.7	29.0	2.04	0.52	0.41	6.0	80	250	8	6.1	1.0	230.0	20.9	18.3	1400	97	2.05
SEAS	H1304-08 MCA12RC	loudspeakerdatabase.com/SEAS/H1304-08_MCA12RC	Mid-range	4.5	120	85.2	68.0	2.42	0.74	0.56	0.9	110	400	8	6.3	0.31	55.0	4.6	4.3	1200	5	0.85
SEAS	H1305-08 CA26RFX	loudspeakerdatabase.com/SEAS/H1305-08_CA26RFX	Subwoofer	10	260	91.0	29.0	2.14	0.40	0.34	7.0	100	300	8	6.3	1.95	350.0	36.1	31.4	800	129	3.4
SEAS	H1316-08 CA26RE4X	loudspeakerdatabase.com/SEAS/H1316-08_CA26RE4X	Subwoofer	10	260	91.3	25.0	3.99	0.30	0.28	4.0	80	300	8	6.1	3.08	350.0	38.5	33.8	1100	164	1.66
SEAS	H1353-08/06 T18REX/XFC	loudspeakerdatabase.com/SEAS/H1353-08-06_T18REX-XFC	Coaxial	7	176	88.5	30.0	1.64	0.29	0.24	3.0	200	300	8	6.2	0.7	126.0	13.3	12.2	1900	42	1.71
SEAS	H1411-08 A26RE4	loudspeakerdatabase.com/SEAS/H1411-08_A26RE4	Subwoofer	10	260	90.0	25.0	3.84	0.43	0.39	4.0	80	300	8	6.3	3.8	350.0	37.4	32.7	1100	169	1.69
SEAS	H1455-08 ER15RLY	loudspeakerdatabase.com/SEAS/H1455-08_ER15RLY	Woofer	6	150	86.8	44.0	1.55	0.41	0.32	5.0	60	250	8	5.6	0.73	80.0	7.6	7	1700	15	1.43
SEAS	H1456-08 ER18RNX	loudspeakerdatabase.com/SEAS/H1456-08_ER18RNX	Woofer	8	180	88.2	37.0	1.58	0.39	0.32	6.0	80	250	8	5.9	0.67	136.0	14	12.8	1300	32	2.2
SEAS	H1471-08 CA22RNY	loudspeakerdatabase.com/SEAS/H1471-08_CA22RNY	Subwoofer	8	220	90.6	34.0	1.69	0.36	0.30	6.0	90	250	8	6.2	1.55	230.0	19.8	17.2	1100	82	2.51
SEAS	H1480 L16RN-SL	loudspeakerdatabase.com/SEAS/H1480_L16RN-SL	Woofer	6.5	160	84.1	37.0	2.48	0.55	0.45	6.0	80	250	8	6.0	0.64	104.0	14.7	13.9	1300	19	1.38
SEAS	H1488-04 L16RNX	loudspeakerdatabase.com/SEAS/H1488-04_L16RNX	Woofer	6.5	160	85.9	37.0	2.31	0.38	0.33	6.0	80	250	4	3.1	0.32	104.0	14.7	13.9	1300	18	1.54
SEAS	H1488-08 L16RNX	loudspeakerdatabase.com/SEAS/H1488-08_L16RNX	Woofer	6.5	160	85.4	39.0	2.08	0.44	0.36	6.0	80	250	8	5.8	0.48	104.0	15.3	14.5	1100	16	1.88
